Points 1, Points 2, Points 3
0.0, 0.0, 0.0
0.5403023058681398, 0.8414709848078965, 0.1
-0.8322936730942848, 1.8185948536513634, 0.2
-2.9699774898013365, 0.4233600241796016, 0.30000000000000004
-2.6145744834544478, -3.027209981231713, 0.4
1.4183109273161312, -4.794621373315692, 0.5
5.761021719902196, -1.6764929891935552, 0.6000000000000001
5.277315780403132, 4.598906191031523, 0.7000000000000001
-1.1640002704689083, 7.914865972987054, 0.8
-8.200172356962092, 3.7090663671758093, 0.9
-8.390715290764524, -5.440211108893697, 1.0
0.04868267786855864, -10.999892272057739, 1.1
10.126247504789905, -6.43887501600522, 1.2000000000000002
11.796808158852551, 5.462171478746332, 1.3
1.9143210549096705, 13.868502979728184, 1.4000000000000001
-11.39531869288232, 9.754317602356753, 1.5
-15.322551685174155, -4.606453066641045, 1.6
-4.677776746877147, -16.343757361952466, 1.7000000000000002
11.885700748393443, -13.51777044189017, 1.8
18.785387745546714, 2.8476669835960946, 1.9000000000000001
8.161641236267839, 18.258905014552553, 2.0
-11.502314464709636, 17.56976840925718, 2.1
-21.999138180682017, -0.1947288043888853, 2.2
-12.255159467668143, -19.463069296028923, 2.3000000000000003
10.180296176087928, -21.733880688158973, 2.4000000000000004
24.78007029658684, -3.3087937524443256, 2.5
16.81990238054465, 19.82651971246967, 2.6
-7.887747835813577, 25.82215006692158, 2.7
-26.952964256779865, 7.585362072620333, 2.8000000000000003
-21.693668360981007, -19.245382642176057, 2.9000000000000004
4.6275434966275215, -29.640948722785854, 3.0
28.35701309194047, -12.525167005015016, 3.1
26.695147536208328, 17.6456537997341, 3.2
-0.4381326583609628, 32.99709138353982, 3.3000000000000003
-28.851389342676576, 17.98881132808081, 3.4000000000000004
-31.629227178202736, -14.986393432365286, 3.5
-4.606692826586569, -35.704038723952166, 3.6
28.320319921977706, -23.81091093420898, 3.7
36.292798473797205, 11.262005990956641, 3.8000000000000003
10.399074362037553, 37.58802006507943, 3.9000000000000004
-26.677522466090476, 29.804526419173953, 4.0
-40.480910378476885, -6.503529420993068, 4.1000000000000005
-16.799383229510752, -38.49390501245662, 4.2
23.869871965386903, -35.76631393302973, 4.3
43.993105580498415, 0.7788847046381974, 4.4
23.63948949679784, 38.29065860403533, 4.5
-19.8801854646998, 41.48226399184522, 4.6000000000000005
-46.63976705009365, 5.807936769025528, 4.7
-30.726928294521585, -36.87622374353601, 4.800000000000001
14.729034643438217, -46.733879985214124, 4.9
48.248301424605664, -13.118742685196437, 5.0
37.84986403750291, 34.18168796801211, 5.1000000000000005
-8.475520601376685, 51.30463478610524, 5.2
-48.6689876692423, 20.98403295963721, 5.300000000000001
-44.78273097461011, -30.17460863798728, 5.4
1.2169715944075654, -54.98653453472409, 5.5
47.780326032464714, -29.206856116867066, 5.6000000000000005
51.29240913724404, 24.86139104912602, 5.7
6.912447856031518, 57.586613588903155, 5.800000000000001
-45.493733155574866, 37.56754242120913, 5.9
-57.14477882490938, -18.288637266133, 6.0
-15.744199792234316, -58.93318397051197, 6.1000000000000005
41.75744406406235, -45.82920319225182, 6.2
62.11148463970063, 10.543409119076836, 6.300000000000001
25.0788627474912, 58.8816664445946, 6.4
-36.559500330481185, 53.743864166856724, 6.5
-65.97673209377909, -1.7523761655818084, 6.6000000000000005
-34.69057658589684, -57.319838591346596, 6.7
29.929725529730767, -61.059082286871806, 6.800000000000001
68.54393620083674, -7.920152151039918, 6.9
44.33234421604099, 54.17234770905224, 7.0
-21.94061369979102, 67.5248803810606, 7.1000000000000005
-69.64204235571954, 18.27528211886661, 7.2
-53.74206843059406, -49.40435285277346, 7.300000000000001
12.707083295477538, -72.9008232746503, 7.4
69.1313452293562, -29.083622655707284, 7.5
62.64918116417439, 43.024180404261706, 7.6000000000000005
-2.3850774433036674, 76.96305221071631, 7.7
-66.90864127310905, 40.09031956702775, 7.800000000000001
-70.78170479648608, -35.084900827893165, 7.9
-8.830979507123805, -79.51109231387002, 8.0
62.91156454375213, -51.020927536230765, 8.1
77.87357122636854, 25.684760159512983, 8.200000000000001
20.711829791787064, 80.37425027131539, 8.3
-57.12197362933646, 61.58798688615654, 8.4
-83.67201468849356, -14.966427695629902, 8.5
-32.9980662656778, -79.41742644234914, 8.6
49.56827908108214, -71.49815178688156, 8.700000000000001
87.94484896517098, 3.11505064056214, 8.8
45.40575699980854, 76.54617711730835, 8.9
-40.32662545162531, 80.45969972405021, 9.0
-90.48743894446633, 9.644863569355273, 9.1
-57.63288920775119, -71.71087840465403, 9.200000000000001
29.520869241332253, -88.1902391381051, 9.3
91.12918046697882, -23.053686633959508, 9.4
69.36648829450787, 64.9098628999315, 9.5
-17.32132313194406, 94.42442356169711, 9.600000000000001
-89.73931104985215, 36.821950685669606, 9.700000000000001
-80.290248038563, -56.19142345506145, 9.8
3.942267158920751, -98.92147658444901, 9.9
86.23188722876839, -50.63656411097588, 10.0
90.09249184860418, 45.65460450501341, 10.100000000000001
10.361741777055377, 101.47233271855745, 10.200000000000001
-80.56978165837293, 64.16782903856193, 10.3
-98.4742731181261, -33.44872992890322, 10.4
-25.30070016980115, -101.9062047714359, 10.5
72.76757439614032, -77.07710500857037, 10.600000000000001
105.15741527841061, 19.77164666799142, 10.700000000000001
40.55503655883731, 100.09639858512078, 10.8
-62.89323750478177, 89.02494412335855, 10.9
-109.89228946461128, -4.866694589357806, 11.0
-55.78241942513776, -95.96521079577752, 11.100000000000001
51.06853969775892, -99.67950768908534, 11.200000000000001
112.46512989253584, -10.98155536593262, 11.3
70.62534983174993, 89.4877643096694, 11.4
-37.46812760029589, 108.72506341284858, 11.5
-112.70469411294106, 27.45272163025718, 11.600000000000001
-84.71937201395544, -80.69465908944052, 11.700000000000001
22.317271622417092, -115.87035594720186, 11.8
110.48808716795008, -44.19708807113273, 11.9
97.70171646318741, 69.67334210547772, 12.0
-5.888296713218621, 120.85664219155312, 12.100000000000001
-105.74558510834157, 60.84300477536008, 12.200000000000001
-109.22017552309822, -56.568129354819725, 12.3
-11.50424937010995, -123.46518637425825, 12.4
98.46431401802931, -77.00505739858205, 12.5
118.94200153319159, 41.578844034896534, 12.600000000000001
29.509605957766556, 123.52401853978581, 12.700000000000001
-88.69066520578113, 92.29282694422164, 12.8
-126.56261242177106, -24.958067572962435, 12.9
-47.747872959110545, -120.91377352427904, 13.0
76.5313550413169, -106.32004371490775, 13.100000000000001
131.81388956207883, 7.007033503279688, 13.200000000000001
65.81800531365626, 115.57244557649334, 13.3
-62.15306842615081, 118.71392540563308, 13.4
-134.47185774405997, 11.929772624040194, 13.5
-83.30656057146955, -107.49891611431286, 13.600000000000001
45.78065742041422, -129.12448027448036, 13.700000000000001
134.3635472408335, -31.471211811118845, 13.8
99.7970100960556, 96.75513824023908, 13.9
-27.69390036059755, 137.23355232164363, 14.0
-131.37285300583633, 51.20716251762952, 14.100000000000001
-114.87940678741084, -83.46689101777173, 14.200000000000001
8.222861124924762, -142.76338660497026, 14.3
125.44522574865746, -70.70710952137958, 14.4
128.16018918773253, 67.82304849654435, 14.5
12.258077764309876, 145.48449927577897, 14.600000000000001
